үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,PricePerArea
140.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2012,0,Вакум,10,Бүргэд,36.4,3,0,2,1,3.8461538461538463
434.6,"УБ — Хан-Уул, Зайсан",Паркет,2,2020,0,Вакум,12,Бүргэд,82.0,6,0,3,1,5.300000000000001
109.2,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,52.0,7,0,2,0,2.1
376.2,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,2,2023,1,Вакум,16,Бүргэд,99.0,14,0,4,1,3.8
220.97,"УБ — Хан-Уул, Зайсан",Паркет,0,2019,0,Вакум,12,Бүргэд,58.15,7,1,4,1,3.8000000000000003
150.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2012,0,Вакум,9,Бүргэд,58.0,3,0,3,1,2.586206896551724
110.0,"УБ — Баянзүрх, Баянзүрх, Хороо 41",Паркет,1,2013,0,Вакум,5,Бүргэд,35.45,3,0,2,1,3.10296191819464
255.0,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2023,0,Вакум,16,Бүргэд,79.26,1,0,3,1,3.217259651778955
386.75,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,3,2022,0,Вакум,16,Төмөр,119.0,16,0,6,1,3.25
374.0,"УБ — Баянгол, Төмөр зам",Паркет,1,2024,0,Вакум,16,Бүргэд,68.0,8,0,2,1,5.5
328.25,"УБ — Баянгол, Төмөр зам",Паркет,1,2024,0,Вакум,16,Төмөр,65.0,5,0,3,1,5.05
145.0,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,1,2023,0,Вакум,9,Бүргэд,45.74,5,0,2,1,3.170091823349366
225.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,0,2015,0,Вакум,13,Бүргэд,55.5,10,0,2,1,4.054054054054054
144.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2024,0,Вакум,10,Төмөр,43.43,6,0,2,1,3.3156804052498274
160.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2013,0,Вакум,12,Төмөр,55.44,5,1,4,1,2.886002886002886
125.0,"УБ — Хан-Уул, Viva city",Паркет,0,2014,0,Вакум,5,Төмөр,60.0,4,1,2,1,2.0833333333333335
90.0,"УБ — Сонгинохайрхан, Ханын материал",Паркет,1,2013,0,Вакум,5,Бүргэд,38.96,4,0,2,1,2.3100616016427105
336.0,"УБ — Хан-Уул, Хан-Уул, Хороо 23",Паркет,2,2019,0,Вакум,5,Төмөр,71.5,2,0,3,1,4.699300699300699
90.0,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2024,0,Вакум,16,Бүргэд,36.0,8,0,1,0,2.5
147.15,"УБ — Баянзүрх, Цайз 16",Паркет,1,2020,0,Вакум,16,Бүргэд,51.63,11,1,3,1,2.850087158628704
558.0,"УБ — Сүхбаатар, Цирк",Паркет,1,2008,0,Вакум,12,Бүргэд,100.3,7,1,4,1,5.563310069790628
341.7,"УБ — Хан-Уул, Зайсан",Паркет,0,2020,0,Вакум,16,Бүргэд,67.0,10,1,2,1,5.1
65.0,"УБ — Сонгинохайрхан, 5 шар",Паркет,1,2014,0,Вакум,16,Бүргэд,27.0,5,0,2,1,2.4074074074074074
228.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2017,0,Төмөр вакум,12,Бүргэд,73.18,2,0,5,1,3.1156053566548234
155.0,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1,2022,0,Вакум,12,Бүргэд,54.5,1,0,2,1,2.8440366972477062
200.0,"УБ — Баянзүрх, Сансар",Паркет,1,1980,0,Вакум,5,Бүргэд,70.0,3,0,3,1,2.857142857142857
140.0,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,1,1990,0,Вакум,9,Бүргэд,30.0,3,0,3,1,4.666666666666667
204.90300000000002,"УБ — Хан-Уул, Нисэх",Паркет,1,2023,0,Вакум,12,Бүргэд,75.89,2,0,4,1,2.7
180.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2016,0,Вакум,17,Бүргэд,49.6,7,0,4,1,3.629032258064516
70.0,"УБ — Сонгинохайрхан, 5 шар",Паркет,1,2014,0,Вакум,15,Бүргэд,30.0,15,0,2,1,2.3333333333333335
200.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2021,0,Вакум,16,Бүргэд,54.4,13,0,3,1,3.6764705882352944
45.0,"УБ — Баянгол, Баянгол, Хороо 20",Паркет,1,2010,0,Вакум,3,Төмөр вакум,20.0,3,0,1,1,2.25
460.6,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,0,2022,0,Төмөр вакум,15,Төмөр,94.0,13,0,3,1,4.9
395.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2022,0,Вакум,10,Бүргэд,82.07,10,1,4,1,4.812964542463751
200.0,"УБ — Баянзүрх, Офицер",Паркет,0,1989,0,Вакум,5,Бүргэд,70.0,1,1,4,1,2.857142857142857
165.0,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,0,2019,0,Вакум,12,Бүргэд,56.42,1,0,2,1,2.924494859978731
125.0,"УБ — Налайх, Налайх, Хороо 1",Паркет,1,1980,0,Вакум,5,Бүргэд,61.0,1,0,5,1,2.0491803278688523
86.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2014,0,Вакум,10,Бүргэд,33.7,4,0,1,1,2.551928783382789
460.0,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1,2015,0,Вакум,12,Бүргэд,111.75,2,1,5,1,4.116331096196868
135.0,"УБ — Баянгол, Алтай хотхон",Паркет,1,2015,0,Вакум,10,Бүргэд,49.8,10,0,2,1,2.710843373493976
175.0,"УБ — Баянзүрх, Офицер",Паркет,1,2024,0,Вакум,12,Бүргэд,56.85,3,1,2,1,3.0782761653474053
254.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,0,Вакум,12,Бүргэд,72.67,6,0,3,1,3.49525251135269
479.372,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,1,2014,1,Вакум,12,Бүргэд,116.92,9,1,5,1,4.1
183.0,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2008,0,Вакум,6,Бүргэд,100.0,6,0,4,1,1.83
483.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2024,0,Вакум,23,Бүргэд,86.41,9,1,4,1,5.589630829765074
509.13,"УБ — Хан-Уул, Хүннү",Паркет,2,2024,0,Вакум,14,Төмөр вакум,113.14,7,1,4,1,4.5
500.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2010,1,Вакум,16,Бүргэд,117.0,9,0,5,1,4.273504273504273
488.862,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,148.0,10,0,4,1,3.3031216216216217
213.452,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,0,Вакум,16,Бүргэд,62.78,13,1,3,1,3.4
381.78,"УБ — Баянгол, Нарны хороолол",Паркет,1,2024,0,Вакум,23,Бүргэд,85.84,2,0,4,0,4.447576887232059
110.0,"УБ — Баянзүрх, Монгол Япон эмнэлэг",Паркет,1,2019,0,Вакум,6,Бүргэд,36.15,2,1,2,1,3.042876901798064
158.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2019,0,Вакум,12,Бүргэд,45.01,8,1,3,1,3.510331037547212
155.0,"УБ — Сүхбаатар, 100 айл",Паркет,1,2024,0,Вакум,12,Бүргэд,51.0,7,0,2,1,3.0392156862745097
220.0,"УБ — Баянзүрх, Офицер",Паркет,2,2024,1,Вакум,16,Бүргэд,71.0,4,0,3,0,3.0985915492957745
185.0,"УБ — Баянгол, Бичил",Паркет,2,2008,0,Вакум,6,Бүргэд,99.89,5,1,4,1,1.8520372409650616
262.0,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1,2012,0,Вакум,10,Бүргэд,80.4,8,0,3,1,3.2587064676616913
90.0,"УБ — Хан-Уул, Хан-Уул, Хороо 6",Паркет,1,2020,0,Вакум,16,Бүргэд,28.0,3,1,1,1,3.2142857142857144
189.892,"УБ — Сүхбаатар, 11-р хороолол",Паркет,1,2015,0,Вакум,12,Бүргэд,65.48,1,0,3,1,2.9
380.0,"УБ — Хан-Уул, UB Town",Паркет,1,2010,1,Вакум,5,Бүргэд,150.0,3,0,6,1,2.533333333333333
125.3,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1,2022,0,Вакум,12,Бүргэд,43.21,10,0,2,1,2.8997917148808146
110.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2013,0,Вакум,16,Төмөр,44.8,13,0,2,1,2.455357142857143
143.0,"УБ — Баянзүрх, Улаанхуаран",Паркет,1,2018,1,Вакум,16,Бүргэд,49.0,6,0,3,1,2.9183673469387754
97.336,"УБ — Хан-Уул, Нисэх",Паркет,1,2014,0,Вакум,9,Төмөр,42.0,8,1,1,1,2.3175238095238093
115.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,1,2020,0,Вакум,12,Бүргэд,37.9,3,1,3,1,3.034300791556728
170.24,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1,2024,1,Вакум,15,Төмөр вакум,53.2,3,1,3,0,3.2
125.97000000000001,"УБ — Баянзүрх, Офицер",Паркет,1,2024,0,Вакум,15,Төмөр вакум,44.2,10,0,2,0,2.85
670.9,"УБ — Баянгол, Нарны хороолол",Паркет,1,2024,1,Вакум,16,Бүргэд,108.4,15,0,5,1,6.189114391143911
374.40000000000003,"УБ — Сүхбаатар, Сүхбаатар, Хороо 8",Паркет,0,2024,1,Вакум,25,Төмөр,72.0,19,1,3,0,5.2
236.685,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2024,0,Вакум,24,Бүргэд,50.9,13,0,2,0,4.65
308.2,"УБ — Баянгол, Нарны хороолол",Паркет,1,2024,1,Вакум,16,Бүргэд,53.6,12,0,3,1,5.75
130.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 27",Паркет,1,2010,0,Вакум,12,Бүргэд,48.11,7,0,3,1,2.702140927042195
500.0,"УБ — Хан-Уул, 120 мянгат",Паркет,1,2024,0,Вакум,16,Төмөр,86.78,7,0,6,1,5.7616962433740495
279.108,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2024,0,Вакум,16,Бүргэд,77.0,7,0,3,1,3.624779220779221
149.0,"УБ — Хан-Уул, Мишээл",Мод,1,2017,0,Вакум,12,Бүргэд,53.2,2,1,3,1,2.800751879699248
580.0,"УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Паркет,2,2023,0,Вакум,12,Төмөр вакум,102.0,6,0,5,1,5.686274509803922
345.0,"УБ — Хан-Уул, Хүннү",Паркет,1,2017,1,Вакум,22,Бүргэд,55.0,7,0,2,1,6.2727272727272725
405.0,"УБ — Баянзүрх, Баянзүрх, Хороо 36",Паркет,0,2018,0,Вакум,16,Бүргэд,88.91,15,0,4,1,4.555168147564953
175.0,"УБ — Баянгол, Богд-Ар",Паркет,1,2014,0,Вакум,6,Төмөр,69.0,4,0,2,1,2.536231884057971
265.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,0,Вакум,16,Бүргэд,64.0,9,0,2,1,4.140625
273.0,"УБ — Хан-Уул, Мишээл",Паркет,1,2024,0,Вакум,12,Бүргэд,78.0,2,1,3,1,3.5
195.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2024,0,Вакум,10,Бүргэд,61.1,3,1,2,1,3.1914893617021276
215.0,"УБ — Баянзүрх, Баянзүрх, Хороо 18",Паркет,1,2015,1,Вакум,5,Бүргэд,67.0,5,0,3,1,3.208955223880597
360.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2,2022,1,Вакум,16,Бүргэд,105.0,11,0,4,1,3.4285714285714284
254.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,16,Бүргэд,79.0,10,0,3,1,3.2151898734177213
200.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,13,Бүргэд,75.0,4,0,3,1,2.6666666666666665
170.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2023,0,Вакум,12,Бүргэд,63.0,9,1,3,1,2.6984126984126986
385.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2019,0,Вакум,6,Төмөр вакум,94.1,2,1,5,1,4.091392136025505
214.6,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,7,Бүргэд,65.0,7,0,3,1,3.3015384615384615
429.618,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2024,0,Вакум,16,Төмөр вакум,81.06,14,1,3,1,5.3
206.0,"УБ — Налайх, Налайх, Хороо 7",Паркет,0,2013,1,Вакум,5,Бүргэд,88.35,1,0,4,1,2.3316355404640636
104.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2014,0,Вакум,16,Бүргэд,37.0,4,0,2,1,2.810810810810811
267.0,"УБ — Хан-Уул, Мишээл",Паркет,1,2024,0,Вакум,12,Төмөр,76.0,12,1,4,1,3.513157894736842
156.0,"УБ — Сүхбаатар, 100 айл",Паркет,1,2024,0,Вакум,16,Бүргэд,52.0,11,1,3,1,3.0
480.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,22,Бүргэд,86.41,20,1,4,1,5.55491262585349
268.5,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2023,0,Вакум,16,Төмөр,71.0,16,0,4,1,3.7816901408450705
64.9,"УБ — Хан-Уул, Буянт Ухаа хороолол",Паркет,1,2024,0,Вакум,5,Бүргэд,29.5,5,0,2,0,2.2
264.86,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,77.9,6,1,3,1,3.4
240.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,0,Вакум,12,Бүргэд,64.0,6,0,2,0,3.75
345.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,80.77,7,0,5,1,4.27138789154389
370.0,"УБ — Хан-Уул, Нархан хотхон",Паркет,1,2011,0,Вакум,6,Бүргэд,113.0,6,1,4,1,3.274336283185841
473.495,"УБ — Баянгол, Төмөр зам",Паркет,1,2024,0,Вакум,16,Төмөр,86.0,14,0,3,0,5.505755813953488
139.9,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,1,Вакум,16,Бүргэд,53.75,3,0,2,0,2.602790697674419
227.65,"УБ — Хан-Уул, Зайсан",Паркет,1,2020,0,Вакум,16,Бүргэд,81.29,7,0,5,1,2.800467462172469
200.0,"УБ — Баянзүрх, Баянзүрх, Хороо 18",Паркет,1,1994,0,Вакум,9,Төмөр,55.0,5,1,3,1,3.6363636363636362
295.0,УБ — Баянгол,Паркет,1,1991,0,Вакум,9,Төмөр вакум,120.0,9,0,7,1,2.4583333333333335
139.5275,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2024,1,Вакум,16,Бүргэд,41.65,8,0,2,1,3.35
225.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,16,Бүргэд,63.8,9,0,3,1,3.5266457680250785
360.0,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2017,1,Вакум,16,Бүргэд,108.0,5,0,3,1,3.3333333333333335
247.0,"УБ — Хан-Уул, Хан-Уул, Хороо 14",Паркет,1,2024,0,Вакум,16,Бүргэд,71.51,13,1,3,1,3.4540623688994545
130.0,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1,2017,0,Вакум,16,Бүргэд,50.0,10,0,2,1,2.6
135.0,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,2,2024,0,Вакум,16,Төмөр,38.6,12,0,2,1,3.4974093264248705
105.0,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1,2013,0,Вакум,10,Бүргэд,35.0,3,1,1,1,3.0
158.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2012,0,Вакум,12,Бүргэд,61.0,11,0,3,1,2.5901639344262297
382.0,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2010,0,Вакум,10,Бүргэд,114.0,1,0,4,1,3.3508771929824563
223.6,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2024,1,Вакум,16,Бүргэд,43.0,5,0,2,0,5.2
240.0,"УБ — Хан-Уул, Зайсан",Паркет,0,2017,0,Вакум,6,Бүргэд,77.0,5,0,2,1,3.116883116883117
149.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2020,0,Вакум,16,Бүргэд,57.0,5,0,2,1,2.6140350877192984
204.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,75.0,8,0,3,1,2.72
221.25,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2023,0,Вакум,16,Бүргэд,75.0,7,0,3,1,2.95
135.0,"УБ — Баянгол, Алтай хотхон",Паркет,1,2018,0,Вакум,16,Бүргэд,44.7,2,0,2,1,3.0201342281879193
185.0,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1,2023,0,Вакум,16,Төмөр вакум,69.18,3,0,4,1,2.6741832899681985
255.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2018,0,Вакум,12,Бүргэд,59.71,5,0,2,1,4.270641433595713
155.0,"УБ — Баянгол, Нарны хороолол",Паркет,1,2014,0,Вакум,12,Бүргэд,39.55,10,0,1,1,3.919089759797725
295.46,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2012,1,Вакум,12,Бүргэд,67.15,10,1,4,1,4.3999999999999995
202.0,"УБ — Баянзүрх, Зүүн 4 зам",Паркет,1,2012,0,Вакум,16,Бүргэд,65.0,13,1,3,1,3.1076923076923078
300.525,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,0,2014,0,Вакум,16,Төмөр,89.0,16,1,2,1,3.376685393258427
279.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,1,2024,0,Вакум,16,Төмөр,78.0,15,1,3,1,3.576923076923077
215.316,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,1,2024,0,Вакум,16,Төмөр,60.0,4,1,2,1,3.5886
255.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2016,1,Вакум,9,Төмөр,73.0,3,1,5,1,3.493150684931507
363.0,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Паркет,1,2014,1,Вакум,9,Төмөр,109.0,7,1,3,1,3.330275229357798
110.0,"УБ — Хан-Уул, Хан-Уул, Хороо 7",Паркет,1,2019,0,Вакум,12,Бүргэд,30.0,8,0,2,1,3.6666666666666665
158.08,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,49.4,4,1,2,0,3.2
545.0,"УБ — Хан-Уул, Japan town",Паркет,1,2010,1,Вакум,7,Төмөр,92.74,1,0,4,1,5.876644382143628
119.2,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2022,0,Вакум,12,Төмөр,42.6,11,0,2,1,2.7981220657276995
130.0,"УБ — Баянгол, Алтай хотхон",Паркет,1,2012,0,Вакум,10,Бүргэд,50.8,2,1,3,1,2.5590551181102366
210.0,"УБ — Сүхбаатар, 220 мянгат",Паркет,1,2012,0,Вакум,12,Төмөр,39.0,11,1,2,1,5.384615384615385
134.415,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 19",Паркет,1,2023,0,Вакум,10,Бүргэд,46.0,8,1,3,1,2.922065217391304
175.0,"УБ — Баянзүрх, Баянзүрх, Хороо 43",Паркет,1,2017,0,Вакум,17,Төмөр,73.23,15,1,4,1,2.3897309845691654
210.0,"УБ — Сүхбаатар, Цирк",Паркет,1,2011,0,Вакум,12,Бүргэд,39.0,11,1,1,1,5.384615384615385
78.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 6",Паркет,1,2008,0,Вакум,5,Бүргэд,34.4,2,0,2,1,2.2674418604651163
162.0,"УБ — Баянзүрх, Баянзүрх, Хороо 8",Паркет,1,2024,0,Вакум,16,Бүргэд,54.0,12,0,2,1,3.0
212.79999999999998,"УБ — Хан-Уул, Нисэх",Паркет,2,2018,0,Вакум,12,Бүргэд,76.0,4,0,4,1,2.8
270.0,"УБ — Хан-Уул, Хан-Уул, Хороо 19",Паркет,1,2012,1,Вакум,5,Төмөр,90.0,2,1,7,1,3.0
656.1,"УБ — Хан-Уул, Яармаг",Паркет,2,2022,1,Вакум,17,Бүргэд,145.8,16,1,5,1,4.5
105.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 18",Мод,1,2002,0,Вакум,6,Бүргэд,56.0,4,0,3,1,1.875
208.068,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,14,Төмөр,74.31,5,0,3,1,2.8000000000000003
112.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2014,0,Вакум,9,Бүргэд,49.72,3,0,2,1,2.252614641995173
169.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2021,1,Вакум,16,Бүргэд,65.0,12,0,3,1,2.6
193.792,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,7,Бүргэд,60.56,2,1,2,1,3.1999999999999997
211.47,"УБ — Баянгол, Нарны хороолол",Паркет,1,2017,0,Вакум,12,Төмөр,55.65,6,1,3,1,3.8000000000000003
130.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,72.0,6,0,2,0,1.8055555555555556
472.3,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн",Паркет,0,2020,0,Вакум,15,Бүргэд,93.3,12,0,4,1,5.062165058949625
551.862,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,2,2020,0,Вакум,10,Бүргэд,119.97,8,1,5,1,4.6
260.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2018,0,Вакум,12,Бүргэд,60.75,8,0,2,1,4.279835390946502
356.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2024,0,Төмөр вакум,23,Төмөр,77.4,11,0,3,0,4.5994832041343665
145.0,"УБ — Баянзүрх, Баянзүрх, Хороо 22",Паркет,1,2023,0,Вакум,16,Төмөр вакум,61.77,15,0,3,1,2.3474178403755865
173.0,"УБ — Баянзүрх, 13-р хороолол",Паркет,0,2018,0,Вакум,10,Бүргэд,67.9,8,0,3,1,2.547864506627393
90.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,0,2022,0,Вакум,6,Төмөр,32.0,6,0,2,1,2.8125
305.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,3,2007,0,Вакум,6,Бүргэд,98.0,5,0,8,1,3.1122448979591835
180.0,"УБ — Сонгинохайрхан, 1-р хороолол",Цемент,1,1990,0,Вакум,9,Мод,75.0,9,0,4,1,2.4
309.98400000000004,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,96.87,14,0,5,1,3.2
156.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,13,Бүргэд,52.0,7,0,2,0,3.0
280.0,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1,2016,0,Вакум,15,Бүргэд,87.0,1,1,3,1,3.218390804597701
165.0,"УБ — Баянзүрх, Амгалан",Паркет,1,2022,0,Вакум,12,Төмөр,57.2,8,1,3,1,2.8846153846153846
178.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2014,1,Вакум,12,Төмөр вакум,49.6,8,0,2,1,3.5887096774193545
626.2,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2021,1,Вакум,16,Төмөр,101.0,5,0,4,1,6.2
242.0,"УБ — Хан-Уул, 19-р хороолол",Ламинат,1,1990,0,Мод,5,Бүргэд,80.0,5,0,4,1,3.025
405.0,"УБ — Баянзүрх, Олимп хотхон",Паркет,1,2020,0,Вакум,16,Бүргэд,90.0,15,0,3,1,4.5
170.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",Паркет,0,1980,0,Вакум,4,Бүргэд,33.0,4,0,3,1,5.151515151515151
135.0,"УБ — Баянзүрх, 15-р хороолол",Паркет,1,1985,0,Вакум,5,Бүргэд,30.0,4,0,3,1,4.5
182.0,"УБ — Хан-Уул, Хан-Уул, Хороо 4",Паркет,1,2015,0,Вакум,16,Бүргэд,65.0,7,0,4,1,2.8
318.0,"УБ — Баянзүрх, Офицер",Паркет,1,2024,0,Вакум,12,Бүргэд,79.68,11,1,3,1,3.990963855421686
163.0,"УБ — Баянзүрх, 15-р хороолол",Паркет,0,2016,0,Вакум,15,Бүргэд,51.9,7,0,2,1,3.140655105973025
317.9407,"УБ — Баянзүрх, Бөхийн Өргөө",Паркет,2,2012,0,Вакум,9,Бүргэд,120.89,2,0,7,1,2.63
396.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2013,1,Вакум,14,Бүргэд,120.0,5,0,4,1,3.3
497.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2017,1,Вакум,16,Бүргэд,115.77,3,0,4,1,4.292994730932021
246.16,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,16,Төмөр вакум,72.4,8,0,4,1,3.3999999999999995
189.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2022,0,Вакум,16,Бүргэд,71.2,5,0,3,1,2.654494382022472
350.0,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1,2014,1,Вакум,12,Төмөр,95.0,3,1,5,1,3.6842105263157894
730.8,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2,2024,1,Төмөр вакум,16,Төмөр,126.0,3,1,8,1,5.8
110.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2010,0,Вакум,6,Бүргэд,32.0,1,0,2,1,3.4375
92.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,1991,0,Вакум,5,Бүргэд,36.0,2,0,3,1,2.5555555555555554
125.0,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,1,2010,0,Вакум,5,Бүргэд,48.25,2,0,3,1,2.5906735751295336
110.0,"УБ — Сүхбаатар, 100 айл",Паркет,1,2017,0,Вакум,15,Бүргэд,40.0,15,0,2,1,2.75
315.0,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,2,2022,1,Вакум,16,Бүргэд,99.0,14,0,5,1,3.1818181818181817
108.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,0,2024,0,Вакум,13,Бүргэд,42.0,13,0,4,1,2.5714285714285716
175.0,"УБ — Сонгинохайрхан, 1-р хороолол",Паркет,2,1997,0,Вакум,12,Бүргэд,80.0,3,1,4,1,2.1875
100.0,"УБ — Баянзүрх, Цайз",Паркет,1,2021,0,Вакум,16,Бүргэд,38.0,2,0,2,1,2.6315789473684212
242.0,"УБ — Баянзүрх, Шинэ Монгол сургуулийн ойролцоо",Паркет,1,2014,0,Вакум,10,Бүргэд,65.38,2,0,2,1,3.7014377485469567
290.0,"УБ — Чингэлтэй, Чингэлтэй, Хороо 2",Паркет,1,2007,0,Вакум,6,Бүргэд,65.0,3,1,3,1,4.461538461538462
409.20000000000005,"УБ — Хан-Уул, King Tower",Паркет,1,2021,1,Вакум,17,Бүргэд,93.0,7,1,3,1,4.4
